url,path,content_type,section,indexability,lastmod,priority,image_count,recommended_action,preservation_notes
https://www.visitbondibeach.com/bondi-blog/2024/12/26/can-you-jump-from-the-cliff-at-bronte-beach,/bondi-blog/2024/12/26/can-you-jump-from-the-cliff-at-bronte-beach,blog-post-dated,blog,indexable,2024-12-25,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/12/13/moving-to-bondi-your-complete-guide-to-life-by-the-beach,/bondi-blog/2024/12/13/moving-to-bondi-your-complete-guide-to-life-by-the-beach,blog-post-dated,blog,indexable,2024-12-13,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/12/13/bondi-beach-travel-guide-50-frequently-asked-questions-for-first-time-visitors,/bondi-blog/2024/12/13/bondi-beach-travel-guide-50-frequently-asked-questions-for-first-time-visitors,blog-post-dated,blog,indexable,2024-12-12,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/12/1/ranked-20-most-dramatic-bondi-rescue-rescues,/bondi-blog/2024/12/1/ranked-20-most-dramatic-bondi-rescue-rescues,blog-post-dated,blog,indexable,2024-12-03,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/12/1/a-festive-guide-best-streets-in-and-around-bondi-to-see-christmas-lights,/bondi-blog/2024/12/1/a-festive-guide-best-streets-in-and-around-bondi-to-see-christmas-lights,blog-post-dated,blog,indexable,2024-12-18,0.5,1,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2023/12/13/christmas-day-at-bondi-beach,/bondi-blog/2023/12/13/christmas-day-at-bondi-beach,blog-post-dated,blog,indexable,2024-11-26,0.5,2,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2023/12/26/celebrating-christmas-day-at-bronte-beach-australias-biggest-christmas-party,/bondi-blog/2023/12/26/celebrating-christmas-day-at-bronte-beach-australias-biggest-christmas-party,blog-post-dated,blog,indexable,2024-10-28,0.5,5,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/10/17/sydney-beaches-closed-as-mystery-tar-balls-reach-bondi-beach,/bondi-blog/2024/10/17/sydney-beaches-closed-as-mystery-tar-balls-reach-bondi-beach,blog-post-dated,blog,indexable,2024-10-18,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/10/9/best-bondi-beach-tours-for-sydney-visitors,/bondi-blog/2024/10/9/best-bondi-beach-tours-for-sydney-visitors,blog-post-dated,blog,indexable,2024-10-09,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/10/1/the-great-bondi-crumbl-cookie-scam,/bondi-blog/2024/10/1/the-great-bondi-crumbl-cookie-scam,blog-post-dated,blog,indexable,2024-10-01,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/21/can-the-public-swim-at-bondi-icebergs-ocean-pool,/bondi-blog/2024/9/21/can-the-public-swim-at-bondi-icebergs-ocean-pool,blog-post-dated,blog,indexable,2024-09-27,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2023/11/17/tee-off-with-a-view-discover-bondi-golf-diggers-club,/bondi-blog/2023/11/17/tee-off-with-a-view-discover-bondi-golf-diggers-club,blog-post-dated,blog,indexable,2024-09-24,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/23/locals-guide-to-the-best-kids-playgrounds-around-bondi,/bondi-blog/2024/9/23/locals-guide-to-the-best-kids-playgrounds-around-bondi,blog-post-dated,blog,indexable,2024-09-23,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/21/locals-guide-to-bondi-beachs-best-ice-cream,/bondi-blog/2024/9/21/locals-guide-to-bondi-beachs-best-ice-cream,blog-post-dated,blog,indexable,2024-09-22,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/21/the-bondi-hum-real-or-hoax,/bondi-blog/2024/9/21/the-bondi-hum-real-or-hoax,blog-post-dated,blog,indexable,2024-09-21,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/20/is-bondi-junction-the-same-as-bondi-beach,/bondi-blog/2024/9/20/is-bondi-junction-the-same-as-bondi-beach,blog-post-dated,blog,indexable,2024-09-19,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/18/guide-to-metal-detecting-at-bondi-beach,/bondi-blog/2024/9/18/guide-to-metal-detecting-at-bondi-beach,blog-post-dated,blog,indexable,2024-09-18,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/16/how-to-find-a-housemate-in-bondi-beach,/bondi-blog/2024/9/16/how-to-find-a-housemate-in-bondi-beach,blog-post-dated,blog,indexable,2024-09-16,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/12/why-bondi-beach-is-so-famous-history-fame-and-culture,/bondi-blog/2024/9/12/why-bondi-beach-is-so-famous-history-fame-and-culture,blog-post-dated,blog,indexable,2024-09-12,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/8/is-it-safe-to-swim-at-bondi-beach-a-complete-guide,/bondi-blog/2024/9/8/is-it-safe-to-swim-at-bondi-beach-a-complete-guide,blog-post-dated,blog,indexable,2024-09-08,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/7/the-best-vegetarian-and-vegan-restaurants-in-bondi-beach,/bondi-blog/2024/9/7/the-best-vegetarian-and-vegan-restaurants-in-bondi-beach,blog-post-dated,blog,indexable,2024-09-07,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/7/getting-to-sydney-marathon-from-bondi-beach,/bondi-blog/2024/9/7/getting-to-sydney-marathon-from-bondi-beach,blog-post-dated,blog,indexable,2024-09-07,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/7/an-insiders-guide-to-the-sydney-marathon-2024,/bondi-blog/2024/9/7/an-insiders-guide-to-the-sydney-marathon-2024,blog-post-dated,blog,indexable,2024-09-07,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/9/13/25-reasons-why-sydney-is-better-than-melbourne,/bondi-blog/2024/9/13/25-reasons-why-sydney-is-better-than-melbourne,blog-post-dated,blog,indexable,2024-09-13,0.5,0,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2023/9/9/soaring-high-at-bondi-beach-festival-of-the-winds,/bondi-blog/2023/9/9/soaring-high-at-bondi-beach-festival-of-the-winds,blog-post-dated,blog,indexable,2024-08-26,0.5,1,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/2024/8/28/average-sea-temperatures-at-bondi-beach-month-by-month-guide,/bondi-blog/2024/8/28/average-sea-temperatures-at-bondi-beach-month-by-month-guide,blog-post-dated,blog,indexable,2024-08-28,0.5,1,Keep unchanged,
https://www.visitbondibeach.com/bondi-blog/city2surf-results,/bondi-blog/city2surf-results,blog-post-legacy,blog,indexable,2024-08-12,0.5,1,Keep unchanged,
